Player,Nation,Position,Squad,Age,Born,Matches Played,Starts,Minutes Played,90s,Goals Scored,Assists,Goals + Assists,Non-Penalty Goals,Penalty Goals,Penalty Attempts,Yellow Card,Red Cards,Gls/90,Ast/90,G+A /90,G-PK /90,G+A-PK /90,multi_club_season,Season,season_start_year,prev_ga90,career_seasons_so_far,cum_minutes,minutes_prev_season,minutes_trend,ga90_ewm,ga90_prev_season,ga90_2_seasons_ago,age_sq,matches,avg_possession,avg_shots_for,avg_sot_for,avg_shots_against,goals_for,goals_against,shot_share,target_next_ga90,target_next_90s,target_season,has_target,forecast_2627_ga90,forecast_2627_p10,forecast_2627_p50,forecast_2627_p90,forecast_delta,early_2627_90s,early_2627_ga90
Keane Lewis-Potter,England,"DF,MF",Brentford,24,2001,36,22,1972,21.9,3,3,6,3,0,0,1,0,0.136986301369863,0.136986301369863,0.273972602739726,0.136986301369863,0.273972602739726,False,2025-26,2025,0.273972602739726,4,6827,3093.0,-1121.0,0.2372947794702777,0.1162790697674418,0.25,576,38.0,47.5,10.657894736842104,3.8684210526315783,13.263157894736842,55.0,52.0,0.4455445544554455,,,,False,0.17001852417621072,0.0,0.346732160147841,0.35104565907432866,-0.1039540785635153,3.6,0.55
Kenny Tete,Netherlands,DF,Fulham,29,1995,22,21,1791,19.9,1,0,1,1,0,0,2,0,0.050251256281407,0.0,0.050251256281407,0.050251256281407,0.050251256281407,False,2025-26,2025,0.050251256281407,4,7001,1774.0,17.0,0.0715747895565073,0.1015228426395939,0.1041666666666666,841,38.0,51.73684210526316,12.657894736842104,3.631578947368421,11.789473684210526,47.0,51.0,0.5177610333692142,,,,False,0.04114160832492976,0.0,0.08180469039689521,0.13248918099104767,-0.009109647956477243,0.3,0.0
Kevin,Brazil,MF,Fulham,22,2003,26,9,1041,11.6,1,1,2,1,0,0,1,0,0.0862068965517241,0.0862068965517241,0.1724137931034483,0.0862068965517241,0.1724137931034483,False,2025-26,2025,0.1724137931034483,1,1041,,,0.1724137931034483,,,484,38.0,51.73684210526316,12.657894736842104,3.631578947368421,11.789473684210526,47.0,51.0,0.5177610333692142,,,,False,0.18819195458875862,0.0,0.15844852877214707,0.4504408422893882,0.015778161485310332,0.5,0.0
Kevin Danso,Austria,DF,Tottenham,26,1998,24,17,1494,16.6,0,0,0,0,0,0,8,0,0.0,0.0,0.0,0.0,0.0,False,2025-26,2025,0.0,2,2336,842.0,652.0,0.0,0.0,,676,38.0,50.42105263157895,11.447368421052632,3.842105263157895,12.289473684210526,48.0,57.0,0.4822616407982262,,,,False,0.01327878980276244,0.0,0.02824898251642386,0.13122581547809062,0.01327878980276244,2.0,0.0
Kevin Schade,Germany,"MF,FW",Brentford,23,2001,35,32,2745,30.5,8,3,11,8,0,1,6,1,0.2622950819672131,0.0983606557377049,0.360655737704918,0.2622950819672131,0.360655737704918,False,2025-26,2025,0.360655737704918,4,6103,2293.0,452.0,0.4183594525868654,0.5098039215686274,0.8108108108108107,529,38.0,47.5,10.657894736842104,3.8684210526315783,13.263157894736842,55.0,52.0,0.4455445544554455,,,,False,0.6149858759542417,0.0,0.5721080271666784,0.7910027551442494,0.2543301382493237,4.0,0.76
Kieran Trippier,England,DF,Newcastle,34,1990,21,18,1586,17.6,0,1,1,0,0,0,3,0,0.0,0.0568181818181818,0.0568181818181818,0.0,0.0568181818181818,False,2025-26,2025,0.0568181818181818,5,8901,1309.0,277.0,0.1271795504299357,0.2068965517241379,0.4435483870967742,1156,38.0,52.47368421052632,12.947368421052632,4.631578947368421,12.342105263157896,53.0,55.0,0.5119667013527576,,,,False,0.011211649850295229,0.0,0.07098955806558864,0.16654900033868886,-0.045606531967886575,,
Kiernan Dewsbury-Hall,England,MF,Everton,26,1998,31,30,2626,29.2,8,4,12,8,0,0,6,0,0.273972602739726,0.136986301369863,0.4109589041095891,0.273972602739726,0.4109589041095891,False,2025-26,2025,0.4109589041095891,4,7301,264.0,2362.0,0.366923367385893,0.3448275862068966,0.15625,676,38.0,43.76315789473684,11.105263157894736,3.736842105263158,13.973684210526317,47.0,50.0,0.4428121720881427,,,,False,0.4489671177558231,0.0,0.33741720038526096,0.5681773739325386,0.038008213646234024,4.0,0.25
Kobbie Mainoo,England,MF,Manchester Utd,20,2005,28,16,1662,18.5,1,2,3,1,0,0,2,0,0.054054054054054,0.1081081081081081,0.1621621621621621,0.054054054054054,0.1621621621621621,False,2025-26,2025,0.1621621621621621,4,5248,1651.0,11.0,0.1219537294303649,0.0,0.1869158878504673,400,38.0,51.92105263157895,15.657894736842104,5.657894736842105,11.578947368421051,69.0,50.0,0.5748792270531401,,,,False,0.19473945823725583,0.0,0.10027981156836258,0.39499075082023094,0.03257729607509374,3.1,0.33
Konstantinos Mavropanos,Greece,DF,West Ham,27,1997,31,27,2534,28.2,3,0,3,3,0,0,2,0,0.1063829787234042,0.0,0.1063829787234042,0.1063829787234042,0.1063829787234042,False,2025-26,2025,0.1063829787234042,3,6079,2045.0,489.0,0.0775753457623759,0.0,0.059880239520958,729,,,,,,,,,,,,False,0.0811257745896502,0.0,0.07955003010071364,0.11487865386111729,-0.025257204133754,,
Kristoffer Ajer,Norway,DF,Brentford,27,1998,27,20,1810,20.1,0,1,1,0,0,0,4,0,0.0,0.0497512437810945,0.0497512437810945,0.0,0.0497512437810945,False,2025-26,2025,0.0497512437810945,5,7838,1438.0,372.0,0.0462851887103179,0.0,0.1470588235294117,729,38.0,47.5,10.657894736842104,3.8684210526315783,13.263157894736842,55.0,52.0,0.4455445544554455,,,,False,0.010657561487216423,0.0,0.07691721216409446,0.10879108085208375,-0.03909368229387808,4.0,0.0
Kyle Walker,England,"DF,MF",Burnley,35,1990,36,35,3096,34.4,0,2,2,0,0,0,9,0,0.0,0.0581395348837209,0.0581395348837209,0.0,0.0581395348837209,False,2025-26,2025,0.0581395348837209,5,10546,970.0,2126.0,0.0496772585671574,0.0,0.1302931596091205,1225,,,,,,,,,,,,False,0.07536838428993971,0.0,0.1158868948020834,0.21828042986194127,0.017228849406218806,,
Kyle Walker-Peters,England,DF,West Ham,28,1997,23,15,1383,15.4,1,0,1,1,0,0,2,0,0.0649350649350649,0.0,0.0649350649350649,0.0649350649350649,0.0649350649350649,False,2025-26,2025,0.0649350649350649,4,9584,2918.0,-1535.0,0.0633191788364513,0.0617283950617284,0.0340136054421768,784,,,,,,,,,,,,False,0.0855754734973351,0.0,0.060951124096206864,0.11454138127720283,0.0206404085622702,,
Ladislav Krejčí,Czechia,"DF,MF",Wolves,26,1999,28,27,2356,26.2,2,1,3,2,0,0,5,1,0.0763358778625954,0.0381679389312977,0.1145038167938931,0.0763358778625954,0.1145038167938931,False,2025-26,2025,0.1145038167938931,1,2356,,,0.1145038167938931,,,676,,,,,,,,,,,,False,0.10053439389821436,0.0,0.10836223919166063,0.26221877469926835,-0.013969422895678735,,
Lamare Bogarde,Netherlands,"MF,DF",Aston Villa,21,2004,28,11,1053,11.7,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,False,2025-26,2025,0.0,2,1529,476.0,577.0,0.0,0.0,,441,38.0,53.6578947368421,12.710526315789474,4.473684210526316,12.894736842105264,56.0,49.0,0.4964028776978417,,,,False,0.0622129473583184,0.0,0.09547925246382899,0.322013018090406,0.0622129473583184,0.2,0.0
Leandro Trossard,Belgium,"FW,MF",Arsenal,30,1994,31,21,2000,22.2,6,6,12,6,0,0,2,0,0.2702702702702703,0.2702702702702703,0.5405405405405406,0.2702702702702703,0.5405405405405406,False,2025-26,2025,0.5405405405405406,4,9000,2546.0,-546.0,0.5438248471759448,0.5300353356890459,0.7103825136612022,900,38.0,56.44736842105263,14.526315789473683,4.894736842105263,8.157894736842104,71.0,27.0,0.640371229698376,,,,False,0.5631605183244233,0.0,0.583067661895408,0.6735610094671961,0.022619977783882694,,
Leny Yoro,France,DF,Manchester Utd,19,2005,32,18,1740,19.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,False,2025-26,2025,0.0,2,2905,1165.0,575.0,0.0,0.0,,361,38.0,51.92105263157895,15.657894736842104,5.657894736842105,11.578947368421051,69.0,50.0,0.5748792270531401,,,,False,0.12876513172696022,0.0,0.08814684007813761,0.18582630511553483,0.12876513172696022,0.3,0.0
Leon Bailey,Jamaica,MF,Aston Villa,27,1997,13,3,459,5.1,0,1,1,0,0,0,1,0,0.0,0.196078431372549,0.196078431372549,0.0,0.196078431372549,False,2025-26,2025,0.196078431372549,5,6394,1139.0,-680.0,0.2577809916168101,0.2362204724409449,0.8260869565217391,729,38.0,53.6578947368421,12.710526315789474,4.473684210526316,12.894736842105264,56.0,49.0,0.4964028776978417,,,,False,0.33652510316875595,0.0,0.22933524930123997,0.5497409917256392,0.14044667179620696,,
Lesley Ugochukwu,France,MF,Burnley,21,2004,35,27,2336,26.0,3,1,4,3,0,0,3,1,0.1153846153846153,0.0384615384615384,0.1538461538461538,0.1153846153846153,0.1538461538461538,False,2025-26,2025,0.1538461538461538,3,4292,1655.0,681.0,0.1267186919360832,0.108695652173913,0.0,441,,,,,,,,,,,,False,0.18775397980145989,0.0,0.12108764647697705,0.3778440470429941,0.03390782595530609,,
Lewis Cook,England,"MF,DF",Bournemouth,28,1997,18,8,874,9.7,0,1,1,0,0,0,1,1,0.0,0.1030927835051546,0.1030927835051546,0.0,0.1030927835051546,False,2025-26,2025,0.1030927835051546,4,8358,2978.0,-2104.0,0.1066298541027881,0.120845921450151,0.0967741935483871,784,38.0,50.078947368421055,13.842105263157896,4.684210526315789,12.63157894736842,58.0,54.0,0.5228628230616302,,,,False,0.2113129218190286,0.0,0.1830986822490093,0.4022810753839291,0.108220138313874,1.8,0.0
Lewis Dunk,England,DF,Brighton,33,1991,33,31,2838,31.5,1,0,1,1,0,0,10,0,0.0317460317460317,0.0,0.0317460317460317,0.0317460317460317,0.0317460317460317,False,2025-26,2025,0.0317460317460317,5,13602,2083.0,755.0,0.0315698444689504,0.0,0.1253918495297805,1089,38.0,53.94736842105263,13.0,4.631578947368421,11.68421052631579,52.0,46.0,0.5266524520255864,,,,False,0.09362634717798515,0.0,0.054104584454933706,0.12782032974632224,0.06188031543195345,4.0,0.25
Lewis Hall,England,DF,Newcastle,20,2004,30,24,2181,24.2,1,1,2,1,0,0,4,0,0.0413223140495867,0.0413223140495867,0.0826446280991735,0.0413223140495867,0.0826446280991735,False,2025-26,2025,0.0826446280991735,4,5805,2189.0,-8.0,0.1001904697868164,0.1646090534979424,0.1149425287356322,400,38.0,52.47368421052632,12.947368421052632,4.631578947368421,12.342105263157896,53.0,55.0,0.5119667013527576,,,,False,0.07906360946409176,0.0,0.0966942693284513,0.16086014720625588,-0.0035810186350817425,4.0,0.25
Lewis Miley,England,"MF,DF",Newcastle,19,2006,23,15,1496,16.6,1,4,5,1,0,0,0,0,0.0602409638554216,0.2409638554216867,0.3012048192771084,0.0602409638554216,0.3012048192771084,False,2025-26,2025,0.3012048192771084,4,3026,313.0,1183.0,0.2864069402461778,0.2857142857142857,0.2985074626865671,361,38.0,52.47368421052632,12.947368421052632,4.631578947368421,12.342105263157896,53.0,55.0,0.5119667013527576,,,,False,0.3092852159697096,0.0,0.3238191602688146,0.6141625673967175,0.008080396692601188,3.4,0.0
Liam Delap,England,FW,Chelsea,22,2003,28,12,1107,12.3,1,0,1,1,0,0,4,0,0.08130081300813,0.0,0.08130081300813,0.08130081300813,0.08130081300813,False,2025-26,2025,0.08130081300813,3,3710,2593.0,-1486.0,0.1622252333634447,0.4861111111111111,0.0,484,38.0,57.73684210526316,13.394736842105264,4.368421052631579,10.947368421052632,58.0,52.0,0.5502702702702702,,,,False,0.3790055175885209,0.0,0.3454937748194937,0.6138838648963585,0.2977047045803909,2.1,0.48
Lisandro Martínez,Argentina,DF,Manchester Utd,27,1998,18,13,1233,13.7,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,False,2025-26,2025,0.0,4,5744,1751.0,-518.0,0.0460521441608912,0.1538461538461538,0.1388888888888889,729,38.0,51.92105263157895,15.657894736842104,5.657894736842105,11.578947368421051,69.0,50.0,0.5748792270531401,,,,False,0.15053403822071357,0.0,0.13455826952449426,0.13617754341633934,0.15053403822071357,3.0,0.0
Loum Tchaouna,France,"MF,FW",Burnley,21,2003,29,14,1272,14.1,2,1,3,2,0,0,2,0,0.1418439716312056,0.0709219858156028,0.2127659574468085,0.1418439716312056,0.2127659574468085,False,2025-26,2025,0.2127659574468085,1,1272,,,0.2127659574468085,,,441,,,,,,,,,,,,False,0.4134717891553238,0.0,0.2871044953647937,0.6074340274876973,0.20070583170851528,1.9,0.0
Lucas,Brazil,"MF,DF",Burnley,24,2001,20,15,1409,15.7,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,False,2025-26,2025,0.0,1,1409,,,0.0,,,576,,,,,,,,,,,,False,0.10478395000772175,0.0,0.11459539671272746,0.2864860587661801,0.10478395000772175,,
Lucas Bergvall,Sweden,MF,Tottenham,19,2006,23,11,965,10.7,1,3,4,1,0,0,2,0,0.0934579439252336,0.2803738317757009,0.3738317757009346,0.0934579439252336,0.3738317757009346,False,2025-26,2025,0.3738317757009346,2,2177,1212.0,-247.0,0.2739125418253144,0.074074074074074,,361,38.0,50.42105263157895,11.447368421052632,3.842105263157895,12.289473684210526,48.0,57.0,0.4822616407982262,,,,False,0.21850815937284324,0.0,0.2171836019962102,0.5072061594780024,-0.15532361632809139,0.8,0.0
Lucas Digne,France,DF,Aston Villa,32,1993,31,21,1852,20.6,0,6,6,0,0,0,3,0,0.0,0.2912621359223301,0.2912621359223301,0.0,0.2912621359223301,False,2025-26,2025,0.2912621359223301,4,8115,2351.0,-499.0,0.2415054214331305,0.1532567049808429,0.1492537313432835,1024,38.0,53.6578947368421,12.710526315789474,4.473684210526316,12.894736842105264,56.0,49.0,0.4964028776978417,,,,False,0.14026144168617463,0.0,0.23101914854134856,0.2727933578478499,-0.15100069423615545,,
Lucas Paquetá,Brazil,"MF,FW",West Ham,27,1997,18,18,1511,16.8,4,1,5,2,2,2,7,1,0.238095238095238,0.0595238095238095,0.2976190476190476,0.119047619047619,0.1785714285714285,False,2025-26,2025,0.2976190476190476,4,8664,2380.0,-869.0,0.2683854081070432,0.1515151515151515,0.3436426116838488,729,,,,,,,,,,,,False,0.39622222481206193,0.0,0.3852553544553266,0.6419596554839051,0.09860317719301431,,
Lucas Perri,Brazil,GK,Leeds United,27,1997,16,16,1440,16.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,False,2025-26,2025,0.0,1,1440,,,0.0,,,729,38.0,45.73684210526316,12.552631578947368,3.973684210526316,12.526315789473683,49.0,56.0,0.5005246589716683,,,,False,-0.01227564731969761,0.0,-0.001340189926396627,0.012862043869234285,-0.01227564731969761,,
Lukas Nmecha,Germany,FW,Leeds United,26,1998,31,10,1083,12.0,6,1,7,4,2,3,0,0,0.5,0.0833333333333333,0.5833333333333334,0.3333333333333333,0.4166666666666667,False,2025-26,2025,0.5833333333333334,1,1083,,,0.5833333333333334,,,676,38.0,45.73684210526316,12.552631578947368,3.973684210526316,12.526315789473683,49.0,56.0,0.5005246589716683,,,,False,0.5428635703630026,0.0,0.544943719552667,0.7923470989981228,-0.04046976297033078,0.6,1.7
Luke O'Nien,England,DF,Sunderland,30,1994,12,5,569,6.3,0,1,1,0,0,0,1,1,0.0,0.1587301587301587,0.1587301587301587,0.0,0.1587301587301587,False,2025-26,2025,0.1587301587301587,1,569,,,0.1587301587301587,,,900,38.0,44.89473684210526,10.421052631578949,3.421052631578948,14.210526315789474,42.0,48.0,0.4230769230769231,,,,False,0.15206284957347002,0.0,0.10284780536014354,0.28960477583176275,-0.006667309156688672,0.7,0.0
Luke Shaw,England,DF,Manchester Utd,30,1995,38,38,3219,35.8,1,1,2,1,0,0,9,0,0.0279329608938547,0.0279329608938547,0.0558659217877095,0.0279329608938547,0.0558659217877095,False,2025-26,2025,0.0558659217877095,5,8680,349.0,2870.0,0.0419329223211458,0.0,0.0,900,38.0,51.92105263157895,15.657894736842104,5.657894736842105,11.578947368421051,69.0,50.0,0.5748792270531401,,,,False,0.13803516151249998,0.0,0.11893540327084073,0.15414967729077111,0.08216923972479048,2.8,0.36
Lutsharel Geertruida,Netherlands,"DF,MF",Sunderland,25,2000,28,17,1693,18.8,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,False,2025-26,2025,0.0,1,1693,,,0.0,,,625,38.0,44.89473684210526,10.421052631578949,3.421052631578948,14.210526315789474,42.0,48.0,0.4230769230769231,,,,False,0.09890682306655156,0.0,0.1303804431573843,0.2145374774451888,0.09890682306655156,,
Lyle Foster,South Africa,"FW,MF",Burnley,24,2000,26,15,1371,15.2,3,2,5,3,0,0,4,0,0.1973684210526315,0.131578947368421,0.3289473684210526,0.1973684210526315,0.3289473684210526,False,2025-26,2025,0.3289473684210526,2,3270,1899.0,-528.0,0.3456805520911283,0.3791469194312796,,576,,,,,,,,,,,,False,0.586485857779983,0.0,0.45279635848587846,0.6115188600833924,0.25753848935893037,,
Mads Hermansen,Denmark,GK,West Ham,25,2000,18,18,1620,18.0,0,1,1,0,0,0,0,0,0.0,0.0555555555555555,0.0555555555555555,0.0,0.0555555555555555,False,2025-26,2025,0.0555555555555555,2,4005,2385.0,-765.0,0.037037037037037,0.0,,625,,,,,,,,,,,,False,-0.028952942470425094,0.0,0.011902851901632806,0.014218447934244248,-0.0845084980259806,,
Malick Thiaw,Germany,DF,Newcastle,23,2001,35,33,2965,32.9,4,0,4,4,0,0,4,0,0.121580547112462,0.0,0.121580547112462,0.121580547112462,0.121580547112462,False,2025-26,2025,0.121580547112462,1,2965,,,0.121580547112462,,,529,38.0,52.47368421052632,12.947368421052632,4.631578947368421,12.342105263157896,53.0,55.0,0.5119667013527576,,,,False,0.0773362901691145,0.0,0.07745370064540372,0.20935310139088958,-0.04424425694334749,4.0,0.0
Malo Gusto,France,"DF,MF",Chelsea,22,2003,34,26,2261,25.1,2,3,5,2,0,0,5,1,0.0796812749003984,0.1195219123505976,0.199203187250996,0.0796812749003984,0.199203187250996,False,2025-26,2025,0.199203187250996,3,5874,1862.0,399.0,0.1777255320762451,0.0483091787439613,0.3076923076923077,484,38.0,57.73684210526316,13.394736842105264,4.368421052631579,10.947368421052632,58.0,52.0,0.5502702702702702,,,,False,0.21808642218877355,0.0,0.28411064019139165,0.36525528043165073,0.01888323493777755,3.0,0.0
Manuel Ugarte,Uruguay,MF,Manchester Utd,24,2001,22,8,887,9.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,False,2025-26,2025,0.0,2,2672,1785.0,-898.0,0.0505050505050505,0.1515151515151515,,576,38.0,51.92105263157895,15.657894736842104,5.657894736842105,11.578947368421051,69.0,50.0,0.5748792270531401,,,,False,0.23104764838364342,0.0,0.13035118396715092,0.335735027725518,0.23104764838364342,,
Marc Cucurella,Spain,DF,Chelsea,27,1998,34,31,2707,30.1,1,4,5,1,0,0,8,1,0.0332225913621262,0.1328903654485049,0.1661129568106312,0.0332225913621262,0.1661129568106312,False,2025-26,2025,0.1661129568106312,5,12237,2988.0,-281.0,0.1617596928811012,0.180722891566265,0.101010101010101,729,38.0,57.73684210526316,13.394736842105264,4.368421052631579,10.947368421052632,58.0,52.0,0.5502702702702702,,,,False,0.25334231479041763,0.0,0.22799748076128956,0.25228432352167557,0.08722935797978643,,
Marc GuéhiMarc Guéhi,England,DF,Manchester City,25,2000,35,35,3150,35.0,3,3,6,3,0,0,6,0,0.0857142857142857,0.0857142857142857,0.1714285714285714,0.0857142857142857,0.1714285714285714,False,2025-26,2025,0.1714285714285714,1,3150,,,0.1714285714285714,,,625,38.0,60.6578947368421,15.657894736842104,5.394736842105263,9.710526315789474,77.0,35.0,0.617219917012448,,,,False,0.12558556456581452,0.0,0.14376021731279498,0.3100303725701734,-0.045843006862756885,,
Marco Bizot,Netherlands,GK,Aston Villa,34,1991,7,6,585,6.5,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,False,2025-26,2025,0.0,1,585,,,0.0,,,1156,38.0,53.6578947368421,12.710526315789474,4.473684210526316,12.894736842105264,56.0,49.0,0.4964028776978417,,,,False,0.04063870506883679,0.0,0.0018899441268876056,0.13228744071888338,0.04063870506883679,1.0,0.0
Marcos Senesi,Argentina,DF,Bournemouth,28,1997,37,37,3288,36.5,0,5,5,0,0,0,8,0,0.0,0.136986301369863,0.136986301369863,0.0,0.136986301369863,False,2025-26,2025,0.136986301369863,4,9127,1106.0,2182.0,0.1207721169254658,0.0,0.3614457831325301,784,38.0,50.078947368421055,13.842105263157896,4.684210526315789,12.63157894736842,58.0,54.0,0.5228628230616302,,,,False,0.1757441523148084,0.0,0.13642992530219672,0.19832160743402344,0.03875785094494538,1.0,0.0
Marcus Edwards,England,"MF,FW",Burnley,26,1998,23,11,1067,11.9,1,3,4,1,0,0,0,0,0.0840336134453781,0.2521008403361344,0.3361344537815126,0.0840336134453781,0.3361344537815126,False,2025-26,2025,0.3361344537815126,1,1067,,,0.3361344537815126,,,676,,,,,,,,,,,,False,0.2856219616096693,0.0,0.3120529813734049,0.5971355660516855,-0.05051249217184328,,
Marcus Tavernier,England,MF,Bournemouth,26,1999,34,31,2731,30.3,7,4,11,5,2,2,6,0,0.231023102310231,0.132013201320132,0.363036303630363,0.165016501650165,0.297029702970297,False,2025-26,2025,0.363036303630363,4,8531,1939.0,792.0,0.3639582893150251,0.3720930232558139,0.2978723404255319,676,38.0,50.078947368421055,13.842105263157896,4.684210526315789,12.63157894736842,58.0,54.0,0.5228628230616302,,,,False,0.42530952855560106,0.0,0.4019488166604133,0.6425921480704763,0.06227322492523807,3.9,0.77
Marshall Munetsi,Zimbabwe,"MF,FW",Wolves,29,1996,13,9,875,9.7,1,1,2,1,0,0,2,0,0.1030927835051546,0.1030927835051546,0.2061855670103093,0.1030927835051546,0.2061855670103093,False,2025-26,2025,0.2061855670103093,2,1953,1078.0,-203.0,0.2207903780068728,0.25,,841,,,,,,,,,,,,False,0.5331377389689134,0.0,0.27426341741790655,0.8151745628559586,0.32695217195860404,,
Martin Dúbravka,Slovakia,GK,Burnley,36,1989,35,35,3150,35.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,False,2025-26,2025,0.0,5,8532,900.0,2250.0,0.0,0.0,0.0,1296,,,,,,,,,,,,False,0.0017442597155054728,0.0,-0.00034301662324183555,0.017027773096903277,0.0017442597155054728,,
Martin Ødegaard,Norway,MF,Arsenal,26,1998,24,16,1369,15.2,1,6,7,1,0,0,0,0,0.0657894736842105,0.3947368421052631,0.4605263157894737,0.0657894736842105,0.4605263157894737,False,2025-26,2025,0.4605263157894737,5,12697,2325.0,-956.0,0.4606855097076997,0.4263565891472868,0.5247813411078718,676,38.0,56.44736842105263,14.526315789473683,4.894736842105263,8.157894736842104,71.0,27.0,0.640371229698376,,,,False,0.4391016112449155,0.0,0.4575887466146374,0.5535325683036777,-0.021424704544558193,,
Martín Zubimendi,Spain,MF,Arsenal,26,1999,38,34,2992,33.2,5,1,6,5,0,0,4,0,0.1506024096385542,0.0301204819277108,0.180722891566265,0.1506024096385542,0.180722891566265,False,2025-26,2025,0.180722891566265,1,2992,,,0.180722891566265,,,676,38.0,56.44736842105263,14.526315789473683,4.894736842105263,8.157894736842104,71.0,27.0,0.640371229698376,,,,False,0.22372144268784094,0.0,0.17000304591702162,0.48330199248362066,0.04299855112157594,0.7,0.0
Mason Mount,England,MF,Manchester Utd,26,1999,23,12,1017,11.3,3,0,3,3,0,0,2,0,0.2654867256637168,0.0,0.2654867256637168,0.2654867256637168,0.2654867256637168,False,2025-26,2025,0.2654867256637168,5,6166,622.0,395.0,0.2387967603931624,0.144927536231884,0.175438596491228,676,38.0,51.92105263157895,15.657894736842104,5.657894736842105,11.578947368421051,69.0,50.0,0.5748792270531401,,,,False,0.33396278831922954,0.0,0.24329389516812244,0.5757442169128665,0.06847606265551276,,
Mateus Fernandes,Portugal,MF,West Ham,21,2004,36,35,3016,33.5,3,4,7,3,0,0,7,0,0.0895522388059701,0.1194029850746268,0.208955223880597,0.0895522388059701,0.208955223880597,False,2025-26,2025,0.208955223880597,2,5925,2909.0,107.0,0.2012229872310275,0.1857585139318885,,441,,,,,,,,,,,,False,0.3227945222555515,0.0,0.32019900291321707,0.4581967047465838,0.11383929837495449,2.3,0.0
Mateus Mane,Portugal,MF,Wolves,17,2007,27,19,1795,19.9,3,1,4,3,0,0,0,0,0.1507537688442211,0.050251256281407,0.2010050251256281,0.1507537688442211,0.2010050251256281,False,2025-26,2025,0.2010050251256281,2,1797,2.0,1793.0,0.134003350083752,0.0,,289,,,,,,,,,,,,False,0.28068346072941974,0.0,0.15565878265644967,0.5264251462650603,0.07967843560379165,,
Matheus Cunha,Brazil,"MF,FW",Manchester Utd,26,1999,33,29,2494,27.7,10,2,12,10,0,0,4,0,0.3610108303249097,0.0722021660649819,0.4332129963898917,0.3610108303249097,0.4332129963898917,False,2025-26,2025,0.4332129963898917,4,8496,2597.0,-103.0,0.5091416828408979,0.726643598615917,0.7011070110701106,676,38.0,51.92105263157895,15.657894736842104,5.657894736842105,11.578947368421051,69.0,50.0,0.5748792270531401,,,,False,0.5614852292843536,0.0,0.6167852701213661,0.7704725636313029,0.12827223289446193,3.5,0.28
Matheus Nunes,Portugal,DF,Manchester City,26,1998,34,32,2862,31.8,1,5,6,1,0,0,5,0,0.0314465408805031,0.1572327044025157,0.1886792452830188,0.0314465408805031,0.1886792452830188,False,2025-26,2025,0.1886792452830188,3,7003,1674.0,1188.0,0.2175284827190056,0.3763440860215054,0.072992700729927,676,38.0,60.6578947368421,15.657894736842104,5.394736842105263,9.710526315789474,77.0,35.0,0.617219917012448,,,,False,0.3400279649779414,0.0,0.2161326820770437,0.4187049843052751,0.1513487196949226,1.4,0.0
Mathias Jensen,Denmark,MF,Brentford,29,1996,36,26,2247,25.0,3,1,4,3,0,0,3,0,0.12,0.04,0.16,0.12,0.16,False,2025-26,2025,0.16,5,9717,862.0,1385.0,0.180530407762657,0.2083333333333333,0.2448979591836734,841,38.0,47.5,10.657894736842104,3.8684210526315783,13.263157894736842,55.0,52.0,0.4455445544554455,,,,False,0.26366294145196734,0.0,0.24059894553624755,0.41919134977723604,0.10366294145196733,0.7,0.0
Mathys Tel,France,"MF,FW",Tottenham,20,2005,31,13,1349,15.0,4,1,5,4,0,0,1,0,0.2666666666666666,0.0666666666666666,0.3333333333333333,0.2666666666666666,0.3333333333333333,False,2025-26,2025,0.3333333333333333,2,2260,911.0,438.0,0.3212321232123212,0.297029702970297,,400,38.0,50.42105263157895,11.447368421052632,3.842105263157895,12.289473684210526,48.0,57.0,0.4822616407982262,,,,False,0.44077711702414213,0.0,0.3357371937156711,0.782738395746487,0.10744378369080881,2.9,0.0
Mats Wieffer,Netherlands,DF,Brighton,25,1999,26,23,1903,21.1,2,3,5,2,0,0,8,0,0.0947867298578199,0.1421800947867298,0.2369668246445497,0.0947867298578199,0.2369668246445497,False,2025-26,2025,0.2369668246445497,2,2918,1015.0,888.0,0.2759719833913517,0.3539823008849557,,625,38.0,53.94736842105263,13.0,4.631578947368421,11.68421052631579,52.0,46.0,0.5266524520255864,,,,False,0.24530596973536808,0.0,0.23331762563379796,0.4449755740877091,0.008339145090818373,1.7,0.0
Matt Doherty,Ireland,"DF,MF",Wolves,33,1992,11,11,787,8.7,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,False,2025-26,2025,0.0,5,5588,2109.0,-1322.0,0.0452502380122655,0.1282051282051282,0.078125,1089,,,,,,,,,,,,False,0.15769996214443296,0.0,0.11875504856376685,0.2144409581473756,0.15769996214443296,,
